Transaction_ID,Employee_ID,Transaction_Amount,Discount,Approval_Level,Bank_Account_Change,Order_Receiver,Customer_ID,Order_Status,Transaction_Date,Order_Status_Date,Is_Fraudulent
847,14,9235.877249990515,23.96459748702938,Employee,True,16,60,Shipped,2022-01-18,2022-12-18,False
848,5,5585.789787684428,10.950482511879617,Manager,False,11,29,Invoiced,2023-10-13,2023-11-30,False
849,22,7538.514550494084,4.20542818717108,Senior Manager,False,18,24,Ordered,2023-03-19,2023-03-19,False
850,16,3418.0139783051623,2.1789634047718955,Senior Manager,True,20,54,Cancelled,2022-09-01,2023-04-18,False
851,11,2262.292982713331,2.2958097494631624,Manager,False,9,11,In Progress,2023-06-16,2023-08-06,False
852,14,282.047286278457,19.552493183380566,Employee,True,22,54,Invoiced,2023-12-13,2023-12-29,False
853,2,9180.948314418367,15.808984625093666,Manager,False,4,28,Shipped,2023-12-18,2023-12-24,False
854,23,6711.93446364285,11.544167112292845,Senior Manager,True,9,100,Shipped,2023-05-21,2023-10-07,False
855,17,2448.26521928371,11.587850186046547,Manager,False,21,118,Hold,2022-02-18,2022-06-14,False
856,11,9741.557086570425,23.387595834661404,Employee,False,10,65,Ordered,2022-11-19,2023-01-19,False
857,11,8214.614535812223,0.49722393940250686,Senior Manager,False,7,46,Shipped,2022-06-23,2023-05-06,False
858,9,9862.36072385461,21.619524167709685,Manager,True,16,52,In Progress,2023-11-06,2023-12-13,False
859,10,4671.256274430845,10.393395272867002,Manager,True,19,63,Shipped,2023-12-13,2023-12-30,False
860,1,6690.045678552465,6.626236177046783,Employee,True,5,19,Cancelled,2023-01-28,2023-03-02,False
861,12,3637.0505395621485,21.921258719030227,Senior Manager,False,23,18,In Progress,2023-03-09,2023-10-15,False
862,2,7393.030576552211,7.257824097102156,Senior Manager,True,21,20,Hold,2023-07-03,2023-07-04,False
863,5,7224.638246806853,11.276141133537891,Senior Manager,False,22,102,Hold,2023-11-19,2023-12-18,False
864,24,6947.799752624885,7.7763606079412675,Employee,True,2,89,Cancelled,2022-03-25,2023-10-30,False
865,3,6340.637727683723,10.07893267773927,Employee,True,13,20,Invoiced,2023-07-30,2023-10-28,False
866,24,7425.710222476479,24.18696109066511,Employee,False,20,79,Invoiced,2022-06-14,2022-10-17,False
867,12,383.70258153998765,11.620057371659366,Employee,False,23,86,Hold,2023-02-09,2023-09-15,False
868,24,4411.9546197780055,28.652320586467564,Manager,True,23,108,Cancelled,2023-03-04,2023-10-09,False
869,21,1288.5074067125581,17.17836638720637,Manager,False,17,94,Hold,2022-08-21,2023-03-31,False
870,22,6789.368508053115,25.164827956979433,Manager,False,17,65,Shipped,2022-06-19,2023-04-08,False
871,13,1256.796225579769,20.33470747045248,Employee,True,17,74,Shipped,2022-01-31,2022-05-10,False
872,16,6214.7197963557155,2.9851233959562338,Manager,False,6,108,Cancelled,2022-02-16,2022-11-25,False
873,24,3543.6908162078958,17.435753833479765,Senior Manager,True,7,103,Shipped,2023-11-17,2023-12-12,False
874,8,642.8354469043645,8.186923543267419,Manager,False,21,90,Invoiced,2022-07-12,2023-01-05,False
875,14,3868.6804238508626,16.5423859642275,Manager,False,14,68,In Progress,2022-05-04,2022-05-27,False
876,12,4030.2110496523096,8.245993456651801,Manager,False,4,44,Cancelled,2022-02-11,2022-04-08,False
877,22,8893.403184297307,29.591579636986392,Employee,True,15,42,Ordered,2023-01-06,2023-09-14,False
878,1,6359.993757044122,8.994988809919139,Senior Manager,True,9,41,Hold,2022-09-10,2023-03-10,False
879,8,8067.348901753262,10.206964146760967,Manager,False,6,15,Hold,2022-12-03,2023-08-05,False
880,11,2916.922735083834,27.781398009340826,Employee,False,23,91,Cancelled,2022-07-20,2023-04-29,False
881,20,9431.479921917244,25.049636078631266,Manager,False,1,36,Cancelled,2023-05-14,2023-09-08,False
882,10,1715.608613941569,17.452236704694272,Senior Manager,True,24,110,Invoiced,2023-05-03,2023-10-25,False
883,12,8496.689512314388,17.10909583722707,Manager,False,15,6,Hold,2022-05-04,2023-03-19,False
884,14,1204.8910604024347,3.4606346416305933,Employee,True,7,95,Shipped,2022-09-09,2023-08-25,False
885,19,9848.052048123453,3.1527659373053893,Manager,False,18,78,Ordered,2022-03-01,2023-11-28,False
886,12,7514.430081084399,22.8910966065711,Employee,True,18,45,Ordered,2022-06-19,2023-03-23,False
887,11,7953.105601692259,16.40931736602987,Employee,True,18,115,Ordered,2022-05-02,2023-12-22,False
888,24,5784.414166408922,28.087778965344484,Manager,False,18,107,Invoiced,2023-10-29,2023-11-21,False
889,16,685.7033073663996,15.660307068272108,Employee,False,1,90,Invoiced,2023-12-06,2023-12-10,False
890,10,2045.9555339881094,20.4266793186332,Senior Manager,True,23,104,Cancelled,2023-09-11,2023-11-08,False
891,1,2360.068454624724,6.129120640966445,Manager,False,8,37,Ordered,2022-02-04,2023-07-10,False
892,3,2053.4418348331183,26.441287861489933,Senior Manager,True,13,13,Invoiced,2023-10-29,2023-12-17,False
893,4,5830.331837998882,27.908046966702916,Senior Manager,False,12,33,Cancelled,2022-10-21,2023-11-10,False
894,6,5457.872389998604,12.006358869577479,Employee,True,5,94,Shipped,2023-12-07,2023-12-12,False
895,21,7084.064224496339,23.89273379158894,Senior Manager,False,24,29,Shipped,2023-05-08,2023-12-22,False
896,21,4518.485732285933,28.833016613451715,Manager,True,3,82,Ordered,2023-11-25,2023-12-05,False
897,15,2264.9354067727777,13.22508928176496,Manager,True,22,109,Cancelled,2023-08-06,2023-10-02,False
898,1,655.4893200331823,4.5625327870647165,Manager,True,15,2,Invoiced,2023-02-20,2023-12-05,False
899,10,239.95492033457856,21.659630813505753,Employee,True,24,109,Shipped,2023-11-07,2023-12-04,False
900,12,5005.438930510108,5.688508917575474,Senior Manager,False,12,38,Shipped,2023-02-11,2023-09-25,False
901,10,6084.808622135062,0.329183692267907,Manager,False,22,61,Invoiced,2022-04-27,2022-12-08,False
902,5,947.6740279645334,7.0590944907030675,Manager,True,18,120,Hold,2022-10-20,2022-12-11,False
903,21,4901.937789786091,8.644645675579184,Senior Manager,False,18,5,Hold,2022-11-02,2023-07-19,False
904,12,5197.898031671807,23.669953137429324,Employee,True,4,116,In Progress,2023-01-12,2023-08-05,False
905,6,2890.593345513797,12.450983629142145,Employee,True,10,31,Hold,2022-07-04,2023-01-08,False
906,9,5902.960819429203,20.955100871166795,Manager,True,12,20,Invoiced,2023-04-07,2023-09-22,False
907,5,3787.928562021529,28.161013353112832,Senior Manager,False,19,45,In Progress,2023-01-01,2023-01-06,False
908,17,3238.1417077068136,1.9990775816779782,Senior Manager,True,7,89,Hold,2023-02-07,2023-06-08,False
909,22,3479.1561420434637,9.025829824473748,Manager,False,14,70,In Progress,2022-05-14,2023-04-05,False
910,3,4170.253577439553,23.918612160305752,Employee,True,14,64,Ordered,2023-07-21,2023-10-02,False
911,12,3273.154234944365,13.178464512604702,Senior Manager,True,22,60,In Progress,2023-09-14,2023-11-18,False
912,2,5241.301611979083,21.18687234485006,Senior Manager,False,11,85,Shipped,2022-02-03,2022-06-19,False
913,13,714.1840882276279,9.235023850429204,Senior Manager,False,22,38,Shipped,2023-08-12,2023-12-25,False
914,19,8091.95377325611,11.883985739821282,Employee,False,19,29,Shipped,2023-11-12,2023-11-25,False
915,5,6144.212713278415,29.016122728189774,Employee,False,20,100,Shipped,2023-12-06,2023-12-24,False
916,4,7321.635362469254,25.393837356040272,Employee,True,5,64,Invoiced,2022-08-21,2022-11-27,False
917,8,1902.3053452289384,2.18323319326604,Employee,False,22,3,Hold,2023-09-29,2023-12-03,False
918,14,7926.653080716884,10.698127116107232,Senior Manager,True,23,28,Shipped,2022-12-13,2023-06-03,False
919,22,1799.7369395627118,3.582161433809076,Employee,True,12,10,Cancelled,2023-06-07,2023-07-15,False
920,5,130.4492903079539,3.2908241069606503,Senior Manager,True,4,63,Cancelled,2023-05-14,2023-05-25,False
921,2,2459.049312056225,4.0503949095783724,Manager,True,1,104,In Progress,2023-04-30,2023-10-15,False
922,3,6113.240382891902,12.599951847343872,Employee,False,19,52,In Progress,2022-06-27,2023-07-21,False
923,19,239.27313725583733,28.036578828895166,Employee,True,3,119,Invoiced,2022-06-20,2023-10-17,False
924,22,7465.730015926162,23.42159945448668,Employee,False,23,24,In Progress,2022-07-01,2022-08-03,False
925,15,7703.38162625394,29.824994075921513,Manager,True,15,10,In Progress,2022-06-04,2023-02-21,False
926,23,1986.9005843438295,14.927485720201437,Employee,True,23,85,Shipped,2022-04-23,2023-07-03,False
927,1,269.1678866235708,4.552251725551732,Employee,True,11,97,Hold,2022-10-15,2023-08-07,False
928,21,7617.5723714578,26.138325517921807,Senior Manager,False,12,50,Invoiced,2022-11-21,2023-10-02,False
929,23,5174.440475689242,11.99437932823264,Employee,True,4,62,Cancelled,2023-10-27,2023-12-06,False
930,23,8174.29185511188,9.744213987052584,Senior Manager,False,7,117,Cancelled,2022-10-07,2023-05-18,False
931,20,6600.975739654677,28.285671454800713,Employee,True,2,82,In Progress,2023-09-19,2023-11-17,False
932,18,9716.177919675492,9.467322020054299,Senior Manager,False,14,55,Cancelled,2022-03-16,2023-10-23,False
933,5,6264.281220136555,13.06860525012282,Senior Manager,True,7,74,Invoiced,2023-04-29,2023-07-08,False
934,9,6435.380240929199,27.0265120096153,Employee,True,8,92,Ordered,2022-05-16,2022-12-26,False
935,21,6353.050439589415,2.958166744162728,Employee,True,13,68,In Progress,2022-01-20,2022-08-24,False
936,13,7792.6727896958255,19.285413959187927,Manager,False,7,18,Cancelled,2023-11-30,2023-12-24,False
937,24,919.6530424555301,14.383694398451079,Employee,True,2,35,Cancelled,2022-05-20,2022-10-13,False
938,4,2383.869429116428,1.897319904196434,Senior Manager,False,21,50,Cancelled,2023-07-24,2023-09-10,False
939,9,5975.951030854448,23.503347532851176,Manager,False,12,88,Cancelled,2023-02-10,2023-07-25,False
940,1,7777.0255428657165,22.492909298205394,Senior Manager,True,21,55,Cancelled,2023-04-11,2023-12-18,False
941,22,5806.0079769001695,22.05644038221795,Employee,False,3,103,Invoiced,2022-07-16,2023-02-01,False
942,23,5913.795010160881,20.46187768671329,Employee,True,2,69,Invoiced,2022-12-15,2023-02-24,False
943,17,2639.2013838105345,4.023760956726141,Senior Manager,False,4,51,Cancelled,2023-06-23,2023-12-17,False
944,23,5285.278010979286,9.696055203974844,Senior Manager,True,20,61,Invoiced,2023-05-29,2023-07-13,False
945,14,4720.4230208811,24.814988223369454,Manager,False,19,17,Cancelled,2023-01-11,2023-06-01,False
946,1,980.0547611161055,24.34153501138252,Senior Manager,True,21,79,In Progress,2022-03-04,2023-09-02,False
947,11,2081.553924900214,7.981200273322963,Senior Manager,True,17,49,In Progress,2022-04-18,2022-08-20,True
948,5,1216.0681974099687,18.989746826600875,Senior Manager,False,2,100,Invoiced,2022-11-08,2023-08-31,False
949,4,2390.2773076767126,18.84599075680815,Manager,True,19,62,Shipped,2023-12-04,2023-12-15,False
950,21,7560.03215526712,1.4520663218448493,Manager,True,21,4,Hold,2022-11-13,2023-10-19,False
951,14,3167.768860063577,20.767728634067538,Senior Manager,False,2,78,Ordered,2023-07-30,2023-09-21,False
952,19,3572.4791250596863,26.764264187480055,Manager,True,13,76,Ordered,2022-07-21,2023-07-19,False
953,2,8089.992152098157,9.236498853605852,Employee,True,7,114,Shipped,2022-12-18,2023-02-14,False
954,8,2155.03556949602,6.102630073152233,Senior Manager,True,11,36,Ordered,2022-09-05,2022-09-09,False
955,4,1537.5103233965544,23.79584259063269,Manager,True,10,27,Cancelled,2023-12-05,2023-12-16,False
956,4,9841.643460760662,7.059541472639315,Manager,True,14,49,In Progress,2022-06-20,2023-05-04,False
957,17,764.9139597939325,10.777490945532303,Senior Manager,False,23,98,Cancelled,2023-05-02,2023-06-04,False
958,18,1832.1010348670382,26.610937915055263,Senior Manager,False,6,115,Ordered,2022-11-27,2023-02-24,False
959,21,9579.540098712901,0.6070275785168167,Senior Manager,True,15,69,In Progress,2022-02-05,2023-03-22,False
960,10,7450.471629608821,21.45952515791277,Employee,False,10,49,Cancelled,2023-08-22,2023-10-11,False
961,24,635.1218227902489,6.80752038998174,Employee,True,23,67,Shipped,2023-11-21,2023-12-24,False
962,17,9386.473686850943,15.052045909253444,Senior Manager,True,20,69,Ordered,2023-08-21,2023-12-23,False
963,19,9127.05150876936,18.230910678983065,Senior Manager,False,21,94,Cancelled,2022-07-16,2023-09-21,False
964,16,6037.199391908637,24.104446143606545,Employee,False,16,2,Invoiced,2022-09-05,2023-02-25,False
965,23,684.5395399648645,18.940038401325825,Employee,True,8,93,Ordered,2022-04-17,2022-10-16,False
966,20,2987.4683591795288,9.294039090249493,Manager,True,11,11,Cancelled,2023-12-15,2023-12-28,False
967,4,4307.728544365223,16.978145714859505,Employee,True,2,32,Hold,2023-04-16,2023-05-22,False
968,3,1188.9788510357193,9.617088770245735,Manager,True,20,46,Ordered,2022-04-02,2022-05-09,False
969,16,9516.252589753141,12.187226718492923,Employee,False,16,104,Invoiced,2022-12-21,2023-05-22,False
970,23,9653.625761702315,10.182307599924323,Employee,True,18,99,Invoiced,2023-12-22,2023-12-24,False
971,13,1371.490729849805,22.74455804381741,Manager,True,5,100,Shipped,2023-09-17,2023-10-25,False
972,13,3739.3265619991043,18.991724103463227,Senior Manager,False,22,29,Ordered,2022-11-24,2023-11-27,False
973,1,7395.709557985115,4.971846002986014,Manager,False,12,9,Hold,2022-01-23,2022-05-01,False
974,2,8924.13188035189,11.849029472824284,Manager,True,3,69,In Progress,2023-10-06,2023-12-05,False
975,7,3350.631957363377,13.047561548746295,Senior Manager,True,10,105,Invoiced,2022-09-18,2023-07-02,False
976,12,7410.126415482131,9.071090415130573,Senior Manager,False,13,11,Invoiced,2023-06-04,2023-11-22,False
977,10,1697.495516388373,6.857558614729271,Employee,False,23,63,Cancelled,2022-01-26,2023-08-28,False
978,12,3818.915193052422,0.2446273692580836,Manager,False,16,30,Ordered,2022-02-15,2023-11-27,False
979,14,8916.961603762005,22.780020037536328,Senior Manager,False,8,1,Cancelled,2022-03-07,2022-06-27,False
980,15,1373.6919796865338,11.404960760263865,Employee,True,24,77,In Progress,2023-05-16,2023-07-11,False
981,11,1946.0734073162039,13.170518182370174,Employee,False,4,81,Shipped,2023-12-07,2023-12-20,False
982,7,6212.235605860936,18.559455234305176,Senior Manager,False,3,10,Ordered,2023-01-24,2023-06-12,False
983,7,4963.838303500298,23.38201411715309,Senior Manager,True,4,25,Hold,2023-01-08,2023-02-15,False
984,22,9111.495411009013,18.58928069103635,Employee,True,13,114,Ordered,2022-11-15,2023-04-27,False
985,20,6278.5806966506425,18.220476059524234,Employee,False,10,114,Cancelled,2022-03-29,2023-04-03,True
986,17,1546.029296725008,12.452045289879734,Manager,True,13,99,Hold,2023-06-17,2023-07-20,False
987,5,704.5034218059262,9.144156431045197,Employee,True,8,26,Hold,2022-04-04,2023-03-27,False
988,1,116.1314082628371,23.677012265446795,Manager,False,19,100,Invoiced,2022-08-25,2023-10-14,False
989,10,3721.97521272105,28.79388414170095,Senior Manager,True,12,113,Hold,2022-09-10,2023-01-13,False
990,8,6058.675435041834,1.317848322558861,Senior Manager,False,24,114,Hold,2022-03-31,2022-05-22,False
991,8,6335.056061495031,6.905442398982327,Senior Manager,True,12,6,Shipped,2022-10-15,2023-06-06,False
992,20,3209.519880366458,27.01623857928001,Senior Manager,False,15,4,Invoiced,2023-05-22,2023-10-26,False
993,1,7355.866891972706,19.063109253163358,Employee,True,15,61,In Progress,2023-11-01,2023-11-15,False
994,6,3128.711242843669,8.938138164247434,Employee,True,12,68,Ordered,2023-02-10,2023-12-18,False
995,24,1219.7007022443056,28.47767392830275,Senior Manager,True,10,117,Ordered,2023-01-10,2023-11-21,False
996,20,5923.892706620983,5.257869348245146,Manager,False,10,15,Shipped,2023-09-25,2023-10-06,False
997,3,7600.196000891594,19.377905081038055,Manager,True,18,106,Cancelled,2023-09-08,2023-10-20,False
998,2,185.16621855517383,17.4253801006387,Senior Manager,False,10,99,Hold,2023-11-14,2023-12-16,False
999,13,2046.4072603611767,3.6891366475646237,Senior Manager,True,23,46,In Progress,2023-03-31,2023-06-13,False
1000,24,9237.874040785207,21.301106950391876,Employee,True,3,49,Shipped,2022-02-12,2022-11-24,False
1001,10,7225.895496817241,27.550685194719744,Manager,True,6,15,Hold,2023-06-20,2023-12-29,False
1002,24,9883.192056813406,0.07555467033893759,Manager,True,15,51,Invoiced,2023-06-09,2023-09-26,False
1003,6,218.5962882751764,15.718124969471837,Employee,False,7,58,Invoiced,2023-08-17,2023-10-20,False
1004,11,7662.719783917022,20.765681222610105,Manager,False,15,51,In Progress,2023-09-12,2023-11-27,False
1005,2,8631.767027265323,16.5917984416944,Senior Manager,False,6,7,Hold,2023-09-21,2023-11-06,False
1006,16,5130.065571428084,26.851691104870486,Manager,True,17,60,Shipped,2023-08-08,2023-08-11,False
1007,19,844.1367949166913,29.840556863496865,Manager,False,13,55,Shipped,2023-03-17,2023-09-11,False
1008,24,9458.6298923071,21.94015895895171,Employee,True,19,42,Cancelled,2022-03-08,2023-01-25,False
1009,15,258.216250488294,17.947106980054052,Manager,True,14,114,Invoiced,2022-12-12,2023-07-06,False
1010,13,5741.8683744213495,2.408476619500528,Manager,True,15,11,In Progress,2022-09-12,2023-12-09,False
1011,4,3127.241840764601,27.290202965163697,Employee,False,5,110,Ordered,2023-07-09,2023-10-24,False
1012,7,2624.3946446337063,24.50987170498524,Senior Manager,True,4,61,Shipped,2022-05-06,2022-05-08,False
1013,20,151.45935051458514,13.649328466514513,Manager,True,13,30,Invoiced,2022-08-17,2023-06-04,False
1014,22,5827.301833785303,13.641873681953587,Manager,True,22,23,Hold,2023-04-09,2023-05-18,False
1015,15,4202.251580888874,3.817784465436296,Employee,False,15,14,Cancelled,2022-02-25,2022-10-01,False
1016,22,2086.80949547816,16.872118068441626,Employee,False,8,102,Ordered,2022-05-29,2023-05-05,False
1017,4,7510.319162815682,8.949683638136175,Manager,False,12,61,Hold,2023-07-11,2023-08-06,False
1018,22,1027.3549408299878,11.39176922513968,Employee,True,21,66,Cancelled,2022-04-20,2023-02-10,False
1019,21,6087.3843331782255,17.756368684141922,Manager,True,20,81,Invoiced,2022-08-13,2023-03-05,False
1020,3,6670.451791502825,4.412159272302381,Manager,False,22,32,In Progress,2022-05-05,2023-03-04,False
1021,9,8642.318332817495,25.008154302697463,Manager,True,12,40,Invoiced,2022-11-07,2023-04-17,False
1022,21,7169.788720543327,3.265477369863495,Manager,False,21,72,Ordered,2023-05-28,2023-10-02,False
1023,17,512.971680132786,22.27005096484787,Employee,False,19,83,Shipped,2022-05-19,2023-06-23,False
1024,18,8087.339701256288,6.223028993936525,Senior Manager,False,16,71,Ordered,2022-02-07,2022-10-17,False
1025,17,1935.169430510599,3.1596276653207935,Senior Manager,False,10,86,Cancelled,2022-01-21,2022-06-26,False
1026,15,2207.3234665626605,2.0185814279260663,Employee,True,8,35,Ordered,2023-11-29,2023-12-03,False
1027,16,6155.359694106842,8.393157295214396,Senior Manager,False,1,80,Invoiced,2023-11-19,2023-11-26,False
1028,15,396.69644158913894,26.26130807028436,Senior Manager,True,12,11,Hold,2022-07-03,2023-06-08,False
1029,16,9362.090447683699,13.140584496319583,Employee,True,13,34,Shipped,2022-02-03,2022-06-23,False
1030,12,6396.690199763091,21.441754185637613,Senior Manager,False,15,69,Cancelled,2023-09-28,2023-12-14,False
1031,12,8459.531323304376,4.895121120607141,Manager,False,6,84,Shipped,2022-04-10,2023-02-14,False
1032,10,6977.224144835619,28.93578233045605,Senior Manager,True,15,47,Cancelled,2022-04-20,2022-09-24,False
1033,3,8945.544668521881,1.4269326844120789,Employee,True,8,7,In Progress,2023-02-22,2023-08-21,False
1034,16,6137.263803568702,4.41366559839029,Manager,False,19,12,Invoiced,2022-04-02,2023-08-10,False
1035,21,4450.690830318977,6.970915752782842,Senior Manager,False,10,94,Shipped,2023-09-21,2023-11-21,False
1036,24,8988.908528568687,1.501281256374678,Senior Manager,True,11,79,Hold,2022-04-13,2022-07-26,False
1037,18,3363.4287590613276,15.377986402817468,Senior Manager,False,8,16,Cancelled,2023-01-19,2023-08-18,False
1038,21,7442.536310230053,3.738410156062568,Employee,False,16,3,Ordered,2023-08-18,2023-12-29,False
1039,10,9106.758085050724,18.857252989498804,Employee,True,7,32,Hold,2022-07-20,2022-11-05,False
1040,20,8233.780174867594,16.055482650984725,Manager,False,6,33,Hold,2022-04-21,2022-06-15,False
1041,20,8103.366504747564,25.659616434147832,Senior Manager,False,15,117,Shipped,2023-03-26,2023-09-15,False
1042,2,9736.019455989966,10.91119291872628,Manager,False,9,93,In Progress,2023-09-07,2023-12-29,False
1043,21,8817.358031817692,3.623343360049817,Employee,False,3,92,Cancelled,2023-10-28,2023-12-11,False
1044,13,9716.479121792645,27.247971862733287,Manager,False,10,41,Ordered,2023-12-07,2023-12-21,False
1045,9,682.1173115784289,24.71597793110738,Senior Manager,True,10,17,Ordered,2022-04-26,2023-10-16,False
1046,19,8953.602125541773,29.151155984878056,Employee,True,23,56,Shipped,2022-04-21,2023-01-08,False
1047,19,8768.063652156277,0.18257675896338865,Employee,True,23,93,Ordered,2022-12-09,2023-08-12,False
1048,8,2361.7174234348727,25.992731117496827,Employee,True,8,105,Ordered,2022-11-01,2022-12-07,False
1049,24,7570.504697550599,3.228115818941765,Manager,True,14,106,Invoiced,2022-10-30,2023-01-08,False
1050,3,8723.16459421547,28.057569735871144,Manager,False,15,119,Shipped,2023-02-01,2023-07-08,False
1051,5,4174.003893231951,9.369356597052153,Manager,True,14,90,Ordered,2023-07-05,2023-08-21,False
1052,14,3977.173570993201,5.15647453883725,Manager,False,1,52,Invoiced,2022-07-20,2023-09-30,False
1053,24,3699.7777175943256,14.985437149827082,Manager,True,24,97,Cancelled,2022-03-23,2023-03-19,False
1054,1,2682.7740944965085,25.36835562657162,Manager,False,20,107,In Progress,2022-09-25,2023-01-23,False
1055,18,3630.313198934415,21.542598541751058,Manager,True,7,83,Shipped,2022-08-17,2023-07-21,False
1056,4,1703.354403408951,11.480420218770355,Manager,True,6,61,In Progress,2023-08-05,2023-09-02,False
1057,24,8143.899249047154,27.324410209264748,Senior Manager,True,12,74,Hold,2023-11-26,2023-11-26,False
1058,16,9260.653858522539,26.716070184008046,Employee,False,4,37,Invoiced,2023-12-13,2023-12-17,False
1059,16,2868.89392588885,15.528186126034473,Senior Manager,True,21,70,In Progress,2023-07-18,2023-09-27,False
1060,24,7449.458862494702,13.159717106189955,Manager,False,8,69,Ordered,2022-07-10,2023-07-30,False
1061,13,2523.1943714753243,23.577589761176274,Employee,True,15,2,Invoiced,2022-07-06,2022-09-15,False
1062,8,2092.2275208984606,23.136553990517243,Employee,True,10,9,Ordered,2023-05-31,2023-11-25,False
1063,24,386.30701456255264,9.731998113694281,Manager,True,8,30,Shipped,2022-03-16,2023-10-15,True
1064,14,424.77564517143213,6.13569105511424,Employee,False,21,107,Invoiced,2023-05-24,2023-07-15,False
1065,1,1999.4057357194292,9.41805196007744,Employee,False,23,39,Ordered,2023-12-24,2023-12-27,False
1066,24,299.34290890649265,29.68654532967495,Senior Manager,True,9,92,Ordered,2023-07-05,2023-12-31,False
1067,17,7287.407260288335,17.74322033931367,Employee,True,2,86,Shipped,2023-03-20,2023-09-15,False
1068,6,1014.517112090855,17.455108103746714,Employee,True,1,10,Shipped,2023-03-12,2023-04-03,False
1069,14,2705.473511199485,21.61491091799487,Manager,True,3,99,Invoiced,2023-07-04,2023-10-28,False
1070,15,7407.261776693354,8.601405200058391,Senior Manager,False,5,48,Cancelled,2023-12-08,2023-12-16,False
1071,2,4394.398392312518,20.411122242781012,Manager,False,17,96,In Progress,2023-03-24,2023-10-28,False
1072,7,2764.359765378904,6.2317782903889665,Manager,False,18,13,Hold,2022-02-10,2022-09-10,False
1073,22,3319.5968790119246,29.975687288752532,Manager,True,19,86,Cancelled,2023-05-15,2023-10-03,False
1074,1,155.5093365584121,6.159017783332391,Senior Manager,False,14,70,Cancelled,2022-12-29,2023-03-24,False
1075,17,7176.035685385236,8.623571046849356,Senior Manager,True,4,48,Cancelled,2023-11-23,2023-12-28,False
1076,12,9767.422895513848,25.736560610398534,Manager,False,9,11,Shipped,2023-06-18,2023-08-11,False
1077,1,6489.802792751456,26.56704650934036,Manager,True,23,92,Ordered,2023-07-09,2023-09-14,False
1078,13,6173.562987922996,28.47266364261621,Senior Manager,False,17,96,Shipped,2022-04-20,2023-06-25,False
1079,23,1935.1895321251752,11.826233335791734,Employee,True,4,95,Shipped,2023-06-27,2023-08-11,False
1080,10,1792.9741221731197,12.974291200211388,Senior Manager,True,18,63,In Progress,2023-04-04,2023-08-21,False
1081,16,4168.584732734664,13.0211770305233,Manager,False,4,61,Shipped,2022-05-12,2023-01-14,False
1082,24,773.7941792592892,7.894741070614567,Senior Manager,True,13,42,Ordered,2023-06-14,2023-11-19,False
1083,16,6731.9555217180405,1.2050437686242854,Senior Manager,True,23,12,Shipped,2022-04-16,2022-07-29,False
1084,15,8327.497602332458,2.331276683827376,Manager,False,23,54,Hold,2022-09-06,2023-10-20,False
1085,19,5708.250794102719,23.22527138192245,Senior Manager,True,6,100,In Progress,2022-02-02,2023-12-25,False
1086,23,7964.258085010691,29.641694664491645,Senior Manager,True,18,104,Shipped,2023-08-03,2023-10-03,False
1087,13,9565.778776586023,11.85513503147969,Manager,False,9,97,Shipped,2023-01-25,2023-07-09,False
1088,2,9736.693580862502,19.325701024776254,Employee,True,21,38,Ordered,2022-02-08,2022-07-08,False
1089,17,6156.7902258287595,13.386030841636117,Manager,True,24,67,In Progress,2022-10-01,2023-02-03,False
1090,18,963.3666506375207,0.46440007562100427,Employee,False,16,28,Cancelled,2022-07-24,2022-08-17,False
1091,5,575.7404751531872,1.4587663597703793,Employee,True,12,81,In Progress,2022-12-12,2023-12-12,False
1092,17,2865.916112182071,3.1984140909939818,Employee,True,19,86,Ordered,2022-07-11,2023-09-08,False
1093,19,9786.703645092899,2.601799341899654,Manager,False,1,112,Ordered,2023-01-16,2023-11-12,False
1094,13,9747.451469117701,6.065779541716446,Senior Manager,True,20,119,Invoiced,2022-12-10,2023-01-01,False
1095,10,4893.98760930303,8.441166934638854,Senior Manager,False,1,97,In Progress,2023-12-17,2023-12-31,False
1096,6,6790.0536018491475,13.871474829894424,Employee,False,23,81,Cancelled,2023-12-28,2023-12-31,False
1097,15,122.62452952093173,6.710085234247234,Employee,False,6,38,Invoiced,2023-08-14,2023-10-31,False
1098,23,1960.9604148970254,29.664532460480462,Employee,False,10,103,Cancelled,2023-06-17,2023-07-22,False
1099,1,2075.7577295607384,0.4212545025358527,Employee,True,9,69,Ordered,2022-01-21,2022-10-18,False
1100,19,2668.0567635325124,2.6640120213162555,Senior Manager,False,22,60,Hold,2023-07-10,2023-12-30,False
1101,12,2452.865774306841,18.799616244501873,Senior Manager,True,4,66,Invoiced,2023-04-15,2023-12-17,False
1102,21,9016.08739108933,13.208077543801721,Employee,False,21,19,Ordered,2023-09-29,2023-10-21,False
1103,3,3652.8665271076748,17.217468563015338,Manager,True,19,112,Cancelled,2023-09-24,2023-10-01,False
1104,20,3590.603072347336,4.676601769972384,Senior Manager,True,16,28,Ordered,2023-01-14,2023-09-20,False
1105,8,5596.7199160321325,17.660904302481562,Employee,True,9,117,Ordered,2022-05-12,2023-12-24,False
1106,3,9145.433784949037,14.009791051373808,Senior Manager,False,9,22,Cancelled,2023-12-26,2023-12-27,False
1107,11,850.5330862323879,17.818962178169592,Senior Manager,True,7,103,Ordered,2022-07-18,2022-08-31,False
1108,7,4937.71862314656,3.1355317323878786,Manager,True,14,71,Shipped,2022-12-14,2023-09-07,False
